user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
U004205,19,6,3474.79,3,4,5,345,忠实用户
U004206,41,2,1139.92,1,1,3,113,其他
U004207,55,3,715.0,1,2,2,122,其他
U004208,20,1,227.78,3,1,1,311,新用户
U004209,90,1,484.56000000000006,1,1,2,112,流失用户
U004210,52,1,376.53,1,1,2,112,流失用户
U004211,75,1,102.99,1,1,1,111,流失用户
U004212,43,1,58.34,1,1,1,111,流失用户
U004213,3,15,2220.1499999999996,5,5,5,555,冠军用户
U004214,42,2,1434.62,1,1,4,114,大客户
U004215,59,1,442.32,1,1,2,112,流失用户
U004216,45,2,257.46,1,1,1,111,流失用户
U004217,15,3,1113.49,3,2,3,323,其他
U004218,3,3,2453.24,5,2,5,525,其他
U004219,73,1,113.89,1,1,1,111,流失用户
U004220,21,5,982.12,2,4,3,243,其他
U004221,84,1,176.92,1,1,1,111,流失用户
U004222,4,3,810.53,5,2,3,523,其他
U004223,47,3,614.22,1,2,2,122,其他
U004224,41,1,750.42,1,1,3,113,其他
U004225,65,2,385.46000000000004,1,1,2,112,流失用户
U004226,35,6,2207.9700000000003,2,4,5,245,其他
U004227,15,3,1252.48,3,2,4,324,其他
U004228,56,2,321.36,1,1,1,111,流失用户
U004229,3,3,415.53999999999996,5,2,2,522,其他
U004230,11,6,1034.49,4,4,3,443,其他
U004231,1,13,2776.68,5,5,5,555,冠军用户
U004232,28,1,125.51,2,1,1,211,其他
U004233,8,7,3233.9100000000003,4,4,5,445,冠军用户
U004234,3,11,2068.64,5,5,5,555,冠军用户
U004235,11,8,3502.44,4,5,5,455,冠军用户
U004236,7,5,1172.24,4,4,3,443,其他
U004237,35,3,1092.07,2,2,3,223,其他
U004238,40,2,173.85,1,1,1,111,流失用户
U004239,2,4,737.39,5,3,2,532,其他
U004240,11,3,588.3499999999999,4,2,2,422,新用户
U004241,16,7,1704.0099999999998,3,4,4,344,忠实用户
U004243,10,3,783.27,4,2,3,423,其他
U004244,41,3,1073.97,1,2,3,123,其他
U004245,2,8,1798.15,5,5,4,554,冠军用户
U004246,11,5,1670.8800000000003,4,4,4,444,忠实用户
U004247,27,4,552.74,2,3,2,232,其他
U004248,50,1,341.28000000000003,1,1,1,111,流失用户
U004249,18,3,600.0699999999999,3,2,2,322,其他
U004250,10,4,1001.55,4,3,3,433,其他
U004251,2,3,637.3,5,2,2,522,其他
U004252,10,5,1248.01,4,4,4,444,忠实用户
U004254,15,1,27.52,3,1,1,311,新用户
U004255,32,6,2210.77,2,4,5,245,其他
U004256,24,5,1622.4699999999998,2,4,4,244,其他
U004257,25,3,706.1700000000001,2,2,2,222,其他
U004258,26,3,765.0899999999999,2,2,3,223,其他
U004259,40,2,3363.64,1,1,5,115,大客户
U004260,22,3,579.95,2,2,2,222,其他
U004261,1,7,1468.4,5,4,4,544,冠军用户
U004262,48,8,2341.43,1,5,5,155,大客户
U004263,12,2,940.0400000000001,3,1,3,313,其他
U004264,2,5,1152.5,5,4,3,543,忠实用户
U004265,20,4,552.51,3,3,2,332,其他
U004266,7,6,994.26,4,4,3,443,其他
U004267,2,2,163.51,5,1,1,511,新用户
U004268,41,4,597.88,1,3,2,132,其他
U004269,15,6,2151.87,3,4,5,345,忠实用户
U004270,7,2,100.62,4,1,1,411,新用户
U004272,24,1,179.2,2,1,1,211,其他
U004273,61,3,464.97,1,2,2,122,其他
U004274,12,6,1457.52,3,4,4,344,忠实用户
U004275,27,11,4137.63,2,5,5,255,其他
U004276,23,1,498.72,2,1,2,212,其他
U004277,30,1,36.82,2,1,1,211,其他
U004278,9,5,2122.68,4,4,5,445,冠军用户
U004279,2,3,1696.3000000000002,5,2,4,524,其他
U004280,34,1,222.93,2,1,1,211,其他
U004281,1,8,2219.2200000000003,5,5,5,555,冠军用户
U004282,2,2,358.01,5,1,1,511,新用户
U004283,15,3,724.83,3,2,2,322,其他
U004284,9,4,1600.4499999999998,4,3,4,434,其他
U004285,27,9,3390.2,2,5,5,255,其他
U004286,4,3,1180.78,5,2,3,523,其他
U004287,1,11,2170.71,5,5,5,555,冠军用户
U004288,6,5,3325.2799999999997,4,4,5,445,冠军用户
U004289,12,1,300.18,3,1,1,311,新用户
U004290,53,2,490.88,1,1,2,112,流失用户
U004291,9,8,983.29,4,5,3,453,其他
U004292,8,5,1284.66,4,4,4,444,忠实用户
U004293,42,2,525.78,1,1,2,112,流失用户
U004294,43,2,382.36,1,1,2,112,流失用户
U004295,8,3,979.9699999999999,4,2,3,423,其他
U004296,32,1,72.86,2,1,1,211,其他
U004297,31,2,1569.4299999999998,2,1,4,214,大客户
U004298,4,5,2127.48,5,4,5,545,冠军用户
U004299,23,2,493.58,2,1,2,212,其他
U004300,15,4,1130.1000000000001,3,3,3,333,其他
U004301,61,3,584.3199999999999,1,2,2,122,其他
U004302,11,11,3281.88,4,5,5,455,冠军用户
U004303,2,4,1479.22,5,3,4,534,其他
U004304,2,2,1137.75,5,1,3,513,其他
U004305,42,8,2402.7799999999997,1,5,5,155,大客户
U004306,4,6,1559.99,5,4,4,544,冠军用户
U004307,38,6,1466.12,1,4,4,144,大客户
U004308,11,3,1413.0599999999997,4,2,4,424,其他
U004309,0,2,866.97,5,1,3,513,其他
U004311,4,3,695.21,5,2,2,522,其他
U004312,15,2,504.2,3,1,2,312,其他
U004313,3,3,980.98,5,2,3,523,其他
U004314,17,5,322.15,3,4,1,341,其他
U004315,3,11,4725.35,5,5,5,555,冠军用户
U004316,26,4,2047.67,2,3,5,235,其他
U004317,8,8,1740.98,4,5,4,454,冠军用户
U004318,10,12,3055.8100000000004,4,5,5,455,冠军用户
U004320,52,1,68.54,1,1,1,111,流失用户
U004321,13,5,1690.37,3,4,4,344,忠实用户
U004322,60,1,153.28,1,1,1,111,流失用户
U004323,34,6,1262.4900000000002,2,4,4,244,其他
U004324,65,1,49.66,1,1,1,111,流失用户
U004325,3,8,2368.29,5,5,5,555,冠军用户
U004326,6,2,366.40999999999997,4,1,2,412,新用户
U004327,79,1,104.64,1,1,1,111,流失用户
U004328,89,1,157.41,1,1,1,111,流失用户
U004329,28,3,280.09000000000003,2,2,1,221,其他
U004330,43,2,734.04,1,1,2,112,流失用户
U004331,5,5,1161.85,5,4,3,543,忠实用户
U004332,3,2,310.9,5,1,1,511,新用户
U004333,9,1,13.76,4,1,1,411,新用户
U004334,6,3,1102.27,4,2,3,423,其他
U004335,4,12,4238.1,5,5,5,555,冠军用户
U004336,35,5,2033.51,2,4,4,244,其他
U004337,11,3,370.49,4,2,2,422,新用户
U004338,12,2,579.7,3,1,2,312,其他
U004339,14,7,1374.54,3,4,4,344,忠实用户
U004340,6,4,866.08,4,3,3,433,其他
U004341,2,7,2036.63,5,4,4,544,冠军用户
U004342,16,11,2576.2900000000004,3,5,5,355,忠实用户
U004343,26,3,807.65,2,2,3,223,其他
U004344,1,9,2531.23,5,5,5,555,冠军用户
U004345,64,2,793.69,1,1,3,113,其他
U004346,5,5,1229.98,5,4,3,543,忠实用户
U004347,9,2,179.57999999999998,4,1,1,411,新用户
U004348,21,3,727.23,2,2,2,222,其他
U004349,71,1,141.34,1,1,1,111,流失用户
U004350,33,4,352.63,2,3,1,231,需要关怀的用户
U004351,36,2,332.59000000000003,2,1,1,211,其他
U004352,24,11,2831.0,2,5,5,255,其他
U004353,44,3,1061.57,1,2,3,123,其他
U004354,4,2,543.3299999999999,5,1,2,512,新用户
U004355,10,4,1374.3899999999999,4,3,4,434,其他
U004356,29,2,260.28,2,1,1,211,其他
U004357,1,12,2581.6200000000003,5,5,5,555,冠军用户
U004358,3,5,2742.77,5,4,5,545,冠军用户
U004360,18,1,160.82,3,1,1,311,新用户
U004361,22,2,1268.1599999999999,2,1,4,214,大客户
U004362,19,1,76.26,3,1,1,311,新用户
U004363,32,7,3271.9700000000003,2,4,5,245,其他
U004364,1,3,993.98,5,2,3,523,其他
U004365,31,4,1051.62,2,3,3,233,其他
U004366,13,3,430.57,3,2,2,322,其他
U004367,72,1,77.56,1,1,1,111,流失用户
U004368,18,2,187.11,3,1,1,311,新用户
U004370,34,2,1669.8700000000001,2,1,4,214,大客户
U004371,7,8,2706.98,4,5,5,455,冠军用户
U004372,6,3,475.52,4,2,2,422,新用户
U004373,85,1,101.96,1,1,1,111,流失用户
U004374,14,6,621.1,3,4,2,342,其他
U004375,10,4,588.74,4,3,2,432,其他
U004377,4,6,1349.8600000000001,5,4,4,544,冠军用户
U004378,5,12,3784.5199999999995,5,5,5,555,冠军用户
U004379,3,5,669.3700000000001,5,4,2,542,其他
U004380,10,10,2859.1299999999997,4,5,5,455,冠军用户
U004381,22,4,707.5899999999999,2,3,2,232,其他
U004382,6,6,789.4900000000001,4,4,3,443,其他
U004383,26,2,236.67000000000002,2,1,1,211,其他
U004384,52,2,259.84000000000003,1,1,1,111,流失用户
U004385,4,5,1760.71,5,4,4,544,冠军用户
U004386,59,2,171.47,1,1,1,111,流失用户
U004387,16,2,584.19,3,1,2,312,其他
U004388,39,7,2137.81,1,4,5,145,其他
U004389,2,3,909.8299999999999,5,2,3,523,其他
U004390,81,1,486.72,1,1,2,112,流失用户
U004391,22,8,3504.5299999999997,2,5,5,255,其他
U004392,33,3,749.8499999999999,2,2,3,223,其他
U004393,49,4,1479.61,1,3,4,134,其他
U004394,56,4,1100.34,1,3,3,133,其他
U004395,84,1,152.4,1,1,1,111,流失用户
U004396,5,7,1398.6699999999998,5,4,4,544,冠军用户
U004397,9,3,1095.8899999999999,4,2,3,423,其他
U004398,16,3,311.91,3,2,1,321,需要关怀的用户
U004399,35,6,2756.99,2,4,5,245,其他
U004400,88,1,228.81,1,1,1,111,流失用户
U004401,6,5,1095.31,4,4,3,443,其他
U004403,3,12,4126.28,5,5,5,555,冠军用户
U004405,15,4,1702.47,3,3,4,334,其他
U004406,11,7,3321.84,4,4,5,445,冠军用户
U004407,16,9,1927.1599999999999,3,5,4,354,忠实用户
U004408,13,5,3362.98,3,4,5,345,忠实用户
U004409,11,5,482.93,4,4,2,442,其他
U004410,4,5,1613.42,5,4,4,544,冠军用户
U004411,22,3,328.07,2,2,1,221,其他
U004413,10,8,2402.2299999999996,4,5,5,455,冠军用户
U004414,9,4,889.0999999999999,4,3,3,433,其他
U004415,5,3,637.62,5,2,2,522,其他
U004416,9,4,1161.8999999999999,4,3,3,433,其他
U004417,16,8,2214.3500000000004,3,5,5,355,忠实用户
U004418,13,7,2372.56,3,4,5,345,忠实用户
U004419,18,9,5262.21,3,5,5,355,忠实用户
U004421,6,7,1613.0300000000002,4,4,4,444,忠实用户
U004422,1,4,1469.54,5,3,4,534,其他
U004423,61,1,65.31,1,1,1,111,流失用户
U004424,2,1,314.48,5,1,1,511,新用户
U004425,3,6,689.28,5,4,2,542,其他
U004426,30,2,716.28,2,1,2,212,其他
U004428,14,4,1100.79,3,3,3,333,其他
U004429,19,3,423.17,3,2,2,322,其他
U004431,29,2,458.63,2,1,2,212,其他
U004432,19,6,3288.0699999999997,3,4,5,345,忠实用户
U004433,10,3,334.87,4,2,1,421,新用户
U004435,75,1,80.74,1,1,1,111,流失用户
U004436,4,3,432.64,5,2,2,522,其他
U004437,48,3,1303.07,1,2,4,124,其他
U004438,6,6,3513.7500000000005,4,4,5,445,冠军用户
U004439,6,5,1057.91,4,4,3,443,其他
U004440,2,6,1496.28,5,4,4,544,冠军用户
U004441,39,3,1204.58,1,2,3,123,其他
U004442,9,8,3244.61,4,5,5,455,冠军用户
U004443,28,7,2723.07,2,4,5,245,其他
U004444,1,7,1288.97,5,4,4,544,冠军用户
U004445,85,1,802.04,1,1,3,113,其他
U004446,69,2,380.45000000000005,1,1,2,112,流失用户
U004447,8,9,1228.83,4,5,3,453,其他
U004449,5,8,2313.3799999999997,5,5,5,555,冠军用户
U004450,3,2,547.76,5,1,2,512,新用户
U004451,71,3,1267.27,1,2,4,124,其他
U004452,11,3,1798.71,4,2,4,424,其他
U004453,13,13,2832.11,3,5,5,355,忠实用户
U004454,21,4,1270.21,2,3,4,234,其他
U004455,22,11,2399.14,2,5,5,255,其他
U004457,32,2,1176.54,2,1,3,213,其他
U004458,23,3,376.95,2,2,2,222,其他
U004459,19,2,297.34000000000003,3,1,1,311,新用户
U004460,2,4,1269.69,5,3,4,534,其他
U004461,38,4,384.94,1,3,2,132,其他
U004462,37,1,23.79,2,1,1,211,其他
U004463,33,1,80.69999999999999,2,1,1,211,其他
U004464,6,2,803.26,4,1,3,413,其他
U004465,6,6,1878.29,4,4,4,444,忠实用户
U004466,6,9,2197.2000000000003,4,5,5,455,冠军用户
U004467,80,2,396.95,1,1,2,112,流失用户
U004469,85,1,209.28,1,1,1,111,流失用户
U004470,68,1,161.3,1,1,1,111,流失用户
U004471,51,2,358.12,1,1,1,111,流失用户
U004472,8,2,168.07999999999998,4,1,1,411,新用户
U004473,5,6,3772.87,5,4,5,545,冠军用户
U004474,7,9,2586.16,4,5,5,455,冠军用户
U004475,22,4,291.32,2,3,1,231,需要关怀的用户
U004476,12,5,574.03,3,4,2,342,其他
U004477,63,1,54.42,1,1,1,111,流失用户
U004478,28,8,3480.1000000000004,2,5,5,255,其他
U004479,12,5,698.39,3,4,2,342,其他
U004480,21,1,81.34,2,1,1,211,其他
U004481,58,4,1805.65,1,3,4,134,其他
U004482,84,1,1714.56,1,1,4,114,大客户
U004483,48,4,460.32,1,3,2,132,其他
U004484,32,3,676.1100000000001,2,2,2,222,其他
U004485,54,3,819.6400000000001,1,2,3,123,其他
U004486,81,2,154.03,1,1,1,111,流失用户
U004487,24,8,2713.2799999999997,2,5,5,255,其他
U004488,28,2,1062.0,2,1,3,213,其他
U004489,11,11,2813.3100000000004,4,5,5,455,冠军用户
U004490,10,3,407.20000000000005,4,2,2,422,新用户
U004491,5,7,1962.7400000000002,5,4,4,544,冠军用户
U004492,12,3,691.22,3,2,2,322,其他
U004493,41,2,725.06,1,1,2,112,流失用户
U004494,15,3,740.45,3,2,2,322,其他
U004495,77,2,591.7,1,1,2,112,流失用户
U004496,20,5,1046.25,3,4,3,343,其他
U004497,6,12,3182.1899999999996,4,5,5,455,冠军用户
U004498,5,3,702.9399999999999,5,2,2,522,其他
U004499,2,4,789.9,5,3,3,533,其他
U004500,32,5,1787.04,2,4,4,244,其他
U004501,18,7,2474.4,3,4,5,345,忠实用户
U004502,16,2,240.49,3,1,1,311,新用户
U004503,69,2,1138.97,1,1,3,113,其他
U004504,2,3,991.1700000000001,5,2,3,523,其他
U004505,15,5,541.24,3,4,2,342,其他
U004506,1,4,323.4200000000001,5,3,1,531,其他
U004507,17,6,1363.4299999999998,3,4,4,344,忠实用户
U004508,2,4,390.53,5,3,2,532,其他
U004510,22,3,911.71,2,2,3,223,其他
U004511,14,3,976.46,3,2,3,323,其他
U004512,8,13,3328.15,4,5,5,455,冠军用户
U004513,9,4,288.26,4,3,1,431,其他
U004514,17,2,494.53000000000003,3,1,2,312,其他
U004515,20,4,1011.49,3,3,3,333,其他
U004516,31,4,1145.94,2,3,3,233,其他
U004517,14,8,2246.12,3,5,5,355,忠实用户
U004518,19,5,1745.2,3,4,4,344,忠实用户
U004519,2,5,1338.21,5,4,4,544,冠军用户
U004520,15,4,1381.66,3,3,4,334,其他
U004521,17,2,78.86,3,1,1,311,新用户
U004522,3,5,1157.0400000000002,5,4,3,543,忠实用户
U004523,35,5,631.29,2,4,2,242,其他
U004524,36,3,468.0,2,2,2,222,其他
U004525,32,2,603.98,2,1,2,212,其他
U004526,0,3,746.55,5,2,3,523,其他
U004527,17,4,833.1800000000001,3,3,3,333,其他
U004528,3,2,388.64,5,1,2,512,新用户
U004529,23,2,923.94,2,1,3,213,其他
U004530,10,2,301.14,4,1,1,411,新用户
U004531,55,2,250.85000000000002,1,1,1,111,流失用户
U004532,27,5,1091.1699999999998,2,4,3,243,其他
U004533,6,4,1185.82,4,3,3,433,其他
U004534,8,1,117.31,4,1,1,411,新用户
U004535,22,4,2462.45,2,3,5,235,其他
U004536,27,3,362.43,2,2,1,221,其他
U004537,22,3,517.9399999999999,2,2,2,222,其他
U004538,6,2,1172.9,4,1,3,413,其他
U004539,6,8,2942.37,4,5,5,455,冠军用户
U004540,31,4,630.8699999999999,2,3,2,232,其他
U004541,1,5,1956.13,5,4,4,544,冠军用户
U004542,10,2,413.55,4,1,2,412,新用户
U004543,64,1,469.24,1,1,2,112,流失用户
U004545,6,6,2238.91,4,4,5,445,冠军用户
U004546,4,9,1178.46,5,5,3,553,其他
U004547,15,2,308.63,3,1,1,311,新用户
U004548,6,3,403.54999999999995,4,2,2,422,新用户
U004549,47,1,227.12,1,1,1,111,流失用户
U004550,1,4,2324.57,5,3,5,535,其他
U004551,3,2,330.5,5,1,1,511,新用户
U004552,50,2,794.7,1,1,3,113,其他
U004553,33,3,777.8199999999999,2,2,3,223,其他
U004555,32,1,428.64,2,1,2,212,其他
U004556,9,16,4673.55,4,5,5,455,冠军用户
U004557,17,3,1263.1,3,2,4,324,其他
U004558,10,2,656.0,4,1,2,412,新用户
U004559,29,7,1486.0000000000002,2,4,4,244,其他
U004560,86,1,1155.72,1,1,3,113,其他
U004561,2,4,1169.25,5,3,3,533,其他
U004562,18,3,1074.68,3,2,3,323,其他
U004563,8,6,1264.4099999999999,4,4,4,444,忠实用户
U004564,17,2,909.4,3,1,3,313,其他
U004566,1,5,2376.64,5,4,5,545,冠军用户
U004567,1,12,1942.8000000000002,5,5,4,554,冠军用户
U004568,82,1,452.68,1,1,2,112,流失用户
U004569,42,6,1393.15,1,4,4,144,大客户
U004570,26,2,340.37,2,1,1,211,其他
U004572,36,4,864.9800000000001,2,3,3,233,其他
U004573,8,16,3907.23,4,5,5,455,冠军用户
U004575,7,7,2317.83,4,4,5,445,冠军用户
U004576,40,2,344.5,1,1,1,111,流失用户
U004577,37,4,391.23,2,3,2,232,其他
U004578,31,2,125.97,2,1,1,211,其他
U004579,24,5,1696.0,2,4,4,244,其他
U004580,5,2,504.28999999999996,5,1,2,512,新用户
U004582,17,1,114.39,3,1,1,311,新用户
U004583,1,6,955.74,5,4,3,543,忠实用户
U004584,29,7,557.45,2,4,2,242,其他
U004585,14,4,834.03,3,3,3,333,其他
U004586,73,1,196.76,1,1,1,111,流失用户
U004587,5,2,191.26,5,1,1,511,新用户
U004588,2,14,4881.91,5,5,5,555,冠军用户
U004589,2,7,3343.24,5,4,5,545,冠军用户
U004590,1,1,253.18,5,1,1,511,新用户
U004591,3,11,2100.5,5,5,5,555,冠军用户
U004592,2,13,5494.13,5,5,5,555,冠军用户
U004593,69,1,706.53,1,1,2,112,流失用户
U004594,29,5,1129.1100000000001,2,4,3,243,其他
U004595,7,4,2484.14,4,3,5,435,忠实用户
U004596,10,4,1074.58,4,3,3,433,其他
U004597,50,2,759.5600000000001,1,1,3,113,其他
U004598,8,9,2446.6,4,5,5,455,冠军用户
U004599,26,7,957.71,2,4,3,243,其他
U004600,4,3,642.0899999999999,5,2,2,522,其他
U004601,10,3,1279.4499999999998,4,2,4,424,其他
U004602,3,10,1366.5399999999997,5,5,4,554,冠军用户
U004603,0,5,1498.81,5,4,4,544,冠军用户
U004604,10,6,2322.0699999999997,4,4,5,445,冠军用户
U004605,26,3,934.9,2,2,3,223,其他
U004606,3,5,1208.2800000000002,5,4,3,543,忠实用户
U004607,15,6,2826.44,3,4,5,345,忠实用户
U004608,78,2,592.61,1,1,2,112,流失用户
U004609,20,5,2261.2799999999997,3,4,5,345,忠实用户
U004610,4,7,1314.2799999999997,5,4,4,544,冠军用户
U004611,17,3,660.51,3,2,2,322,其他
U004612,0,8,1178.0700000000002,5,5,3,553,其他
U004613,8,7,2481.25,4,4,5,445,冠军用户
U004614,14,6,1708.4299999999998,3,4,4,344,忠实用户
U004615,43,1,390.12,1,1,2,112,流失用户
U004616,24,2,1891.48,2,1,4,214,大客户
U004617,32,2,339.56,2,1,1,211,其他
U004618,15,5,865.48,3,4,3,343,其他
U004619,42,3,1335.3600000000001,1,2,4,124,其他
U004620,40,2,316.40999999999997,1,1,1,111,流失用户
U004621,6,13,3746.78,4,5,5,455,冠军用户
U004622,11,6,2278.75,4,4,5,445,冠军用户
U004623,15,16,4181.98,3,5,5,355,忠实用户
U004624,16,4,1029.82,3,3,3,333,其他
U004625,3,11,1673.91,5,5,4,554,冠军用户
U004626,6,2,354.11,4,1,1,411,新用户
U004627,12,2,91.75999999999999,3,1,1,311,新用户
U004628,73,2,302.85,1,1,1,111,流失用户
U004629,33,2,810.9000000000001,2,1,3,213,其他
U004630,10,2,494.84000000000003,4,1,2,412,新用户
U004631,8,6,1648.03,4,4,4,444,忠实用户
U004632,8,3,741.4100000000001,4,2,2,422,新用户
U004633,63,2,337.1,1,1,1,111,流失用户
U004634,36,2,596.3199999999999,2,1,2,212,其他
U004635,9,3,570.79,4,2,2,422,新用户
U004636,16,8,1800.0,3,5,4,354,忠实用户
U004637,1,3,1198.64,5,2,3,523,其他
U004638,5,6,3479.9899999999993,5,4,5,545,冠军用户
U004639,6,3,316.38,4,2,1,421,新用户
U004640,48,1,448.36,1,1,2,112,流失用户
U004641,5,3,854.44,5,2,3,523,其他
U004642,11,6,2569.71,4,4,5,445,冠军用户
U004643,2,7,1538.1200000000001,5,4,4,544,冠军用户
U004644,8,2,302.6,4,1,1,411,新用户
U004645,83,2,636.3900000000001,1,1,2,112,流失用户
U004646,24,1,492.12,2,1,2,212,其他
U004647,11,7,2148.1499999999996,4,4,5,445,冠军用户
U004648,17,3,512.88,3,2,2,322,其他
U004649,29,4,493.26000000000005,2,3,2,232,其他
U004650,76,2,233.51999999999998,1,1,1,111,流失用户
U004651,20,2,452.22,3,1,2,312,其他
U004652,21,7,1701.4300000000003,2,4,4,244,其他
U004653,24,5,1439.6599999999999,2,4,4,244,其他
U004654,5,5,894.86,5,4,3,543,忠实用户
U004655,13,1,282.42,3,1,1,311,新用户
U004656,26,2,841.78,2,1,3,213,其他
U004657,6,7,2133.44,4,4,5,445,冠军用户
U004658,2,3,733.0,5,2,2,522,其他
U004659,29,1,299.34000000000003,2,1,1,211,其他
U004660,4,5,1352.01,5,4,4,544,冠军用户
U004661,14,3,1075.16,3,2,3,323,其他
U004662,37,3,663.9300000000001,2,2,2,222,其他
U004663,45,6,1262.84,1,4,4,144,大客户
U004664,20,3,714.11,3,2,2,322,其他
U004665,5,4,722.1,5,3,2,532,其他
U004666,3,5,2160.01,5,4,5,545,冠军用户
U004667,9,5,1546.1799999999998,4,4,4,444,忠实用户
U004668,48,1,315.45000000000005,1,1,1,111,流失用户
U004669,21,2,534.98,2,1,2,212,其他
U004670,3,7,915.77,5,4,3,543,忠实用户
U004671,39,3,953.0999999999999,1,2,3,123,其他
U004672,21,8,1482.59,2,5,4,254,其他
U004673,21,4,3616.3,2,3,5,235,其他
U004674,81,2,652.84,1,1,2,112,流失用户
U004675,30,4,1452.99,2,3,4,234,其他
U004676,37,6,743.9200000000001,2,4,3,243,其他
U004677,4,5,1131.1399999999999,5,4,3,543,忠实用户
U004678,7,14,4050.7200000000003,4,5,5,455,冠军用户
U004679,15,7,2238.26,3,4,5,345,忠实用户
U004680,36,1,398.32,2,1,2,212,其他
U004681,21,5,1117.5900000000001,2,4,3,243,其他
U004682,34,3,742.09,2,2,2,222,其他
U004683,40,2,259.5,1,1,1,111,流失用户
U004684,79,1,65.48,1,1,1,111,流失用户
U004685,11,4,1345.05,4,3,4,434,其他
U004686,16,5,1034.92,3,4,3,343,其他
U004687,11,9,1052.5300000000002,4,5,3,453,其他
U004688,17,2,155.28,3,1,1,311,新用户
U004689,24,7,3829.1700000000005,2,4,5,245,其他
U004690,22,3,1506.3400000000001,2,2,4,224,其他
U004691,20,2,1359.81,3,1,4,314,其他
U004692,84,1,219.46,1,1,1,111,流失用户
U004693,48,2,527.3,1,1,2,112,流失用户
U004694,7,7,1269.3700000000001,4,4,4,444,忠实用户
U004695,70,1,319.86,1,1,1,111,流失用户
U004696,3,7,2601.8,5,4,5,545,冠军用户
U004697,7,3,1023.54,4,2,3,423,其他
U004698,7,8,695.72,4,5,2,452,其他
U004699,7,8,1690.42,4,5,4,454,冠军用户
U004700,13,6,2320.85,3,4,5,345,忠实用户
U004701,19,6,1949.52,3,4,4,344,忠实用户
U004702,4,2,672.68,5,1,2,512,新用户
U004703,11,2,233.88,4,1,1,411,新用户
U004704,83,1,261.72,1,1,1,111,流失用户
U004705,77,2,2396.8,1,1,5,115,大客户
U004706,9,5,432.42,4,4,2,442,其他
U004707,16,2,546.8499999999999,3,1,2,312,其他
U004708,15,3,892.9,3,2,3,323,其他
U004709,33,4,574.0,2,3,2,232,其他
U004711,4,8,2846.8,5,5,5,555,冠军用户
U004712,2,4,1418.07,5,3,4,534,其他
U004713,23,2,392.78000000000003,2,1,2,212,其他
U004714,22,4,1350.72,2,3,4,234,其他
U004715,12,13,2739.86,3,5,5,355,忠实用户
U004716,2,10,2509.0600000000004,5,5,5,555,冠军用户
U004717,78,2,1140.44,1,1,3,113,其他
U004718,2,5,2503.14,5,4,5,545,冠军用户
U004719,10,5,2818.2699999999995,4,4,5,445,冠军用户
U004720,4,6,1567.57,5,4,4,544,冠军用户
U004722,38,3,546.38,1,2,2,122,其他
U004723,84,1,115.34,1,1,1,111,流失用户
U004724,20,4,1750.44,3,3,4,334,其他
U004725,15,5,720.99,3,4,2,342,其他
U004726,3,7,2032.2900000000004,5,4,4,544,冠军用户
U004727,2,6,2306.14,5,4,5,545,冠军用户
U004728,20,13,3514.04,3,5,5,355,忠实用户
U004729,27,1,321.64,2,1,1,211,其他
U004730,59,3,391.86,1,2,2,122,其他
U004731,17,4,2347.47,3,3,5,335,忠实用户
U004732,1,5,801.92,5,4,3,543,忠实用户
U004733,69,1,152.57999999999998,1,1,1,111,流失用户
U004734,21,2,968.52,2,1,3,213,其他
U004735,1,3,1392.5200000000002,5,2,4,524,其他
U004736,62,3,688.45,1,2,2,122,其他
U004737,53,1,54.78,1,1,1,111,流失用户
U004738,18,2,424.33000000000004,3,1,2,312,其他
U004739,6,4,877.4300000000001,4,3,3,433,其他
U004740,14,4,683.46,3,3,2,332,其他
U004741,3,3,1005.4200000000001,5,2,3,523,其他
U004742,57,1,162.88,1,1,1,111,流失用户
U004743,18,12,2098.54,3,5,5,355,忠实用户
U004744,25,6,1335.9,2,4,4,244,其他
U004745,4,6,3267.3099999999995,5,4,5,545,冠军用户
U004746,14,5,678.25,3,4,2,342,其他
U004747,2,3,1191.95,5,2,3,523,其他
U004748,3,6,2175.4,5,4,5,545,冠军用户
U004749,51,3,504.27,1,2,2,122,其他
U004750,10,5,1204.1399999999999,4,4,3,443,其他
U004751,28,4,2401.24,2,3,5,235,其他
U004752,13,7,1941.2999999999997,3,4,4,344,忠实用户
U004753,44,3,1266.57,1,2,4,124,其他
U004754,13,4,575.93,3,3,2,332,其他
U004755,24,2,859.8000000000001,2,1,3,213,其他
U004756,2,3,607.08,5,2,2,522,其他
U004757,2,4,862.24,5,3,3,533,其他
U004758,39,4,599.58,1,3,2,132,其他
U004759,12,3,1289.6000000000001,3,2,4,324,其他
U004760,2,5,1734.83,5,4,4,544,冠军用户
U004761,12,3,1030.0500000000002,3,2,3,323,其他
U004762,13,8,3692.89,3,5,5,355,忠实用户
U004763,14,1,791.48,3,1,3,313,其他
U004764,54,1,511.4,1,1,2,112,流失用户
U004765,50,1,769.08,1,1,3,113,其他
U004766,24,5,1423.23,2,4,4,244,其他
U004767,44,3,573.64,1,2,2,122,其他
U004768,4,8,746.79,5,5,3,553,其他
U004769,8,3,1157.08,4,2,3,423,其他
U004770,3,3,2390.4,5,2,5,525,其他
U004771,12,5,1303.3100000000002,3,4,4,344,忠实用户
U004772,58,3,278.91999999999996,1,2,1,121,流失用户
U004773,52,4,816.47,1,3,3,133,其他
